var_index,var_name,portfolio_job_id,start_slot,end_slot_exclusive,duration_slots,total_gpus,gpu_power_kW
573,x_j28_s11,28,11,14,3,51,20.400000000000002
574,x_j28_s12,28,12,15,3,51,20.400000000000002
575,x_j28_s13,28,13,16,3,51,20.400000000000002
576,x_j28_s14,28,14,17,3,51,20.400000000000002
577,x_j28_s15,28,15,18,3,51,20.400000000000002
578,x_j28_s16,28,16,19,3,51,20.400000000000002
579,x_j28_s17,28,17,20,3,51,20.400000000000002
580,x_j28_s18,28,18,21,3,51,20.400000000000002
581,x_j28_s19,28,19,22,3,51,20.400000000000002
582,x_j28_s20,28,20,23,3,51,20.400000000000002
583,x_j28_s21,28,21,24,3,51,20.400000000000002
584,x_j29_s00,29,0,3,3,63,25.200000000000003
585,x_j29_s01,29,1,4,3,63,25.200000000000003
586,x_j29_s02,29,2,5,3,63,25.200000000000003
587,x_j29_s03,29,3,6,3,63,25.200000000000003
588,x_j29_s04,29,4,7,3,63,25.200000000000003
589,x_j29_s05,29,5,8,3,63,25.200000000000003
590,x_j29_s06,29,6,9,3,63,25.200000000000003
591,x_j29_s07,29,7,10,3,63,25.200000000000003
592,x_j29_s08,29,8,11,3,63,25.200000000000003
593,x_j29_s09,29,9,12,3,63,25.200000000000003
594,x_j29_s10,29,10,13,3,63,25.200000000000003
595,x_j29_s11,29,11,14,3,63,25.200000000000003
596,x_j29_s12,29,12,15,3,63,25.200000000000003
597,x_j29_s13,29,13,16,3,63,25.200000000000003
598,x_j29_s14,29,14,17,3,63,25.200000000000003
599,x_j29_s15,29,15,18,3,63,25.200000000000003
600,x_j29_s16,29,16,19,3,63,25.200000000000003
601,x_j29_s17,29,17,20,3,63,25.200000000000003
602,x_j29_s18,29,18,21,3,63,25.200000000000003
603,x_j29_s19,29,19,22,3,63,25.200000000000003
604,x_j29_s20,29,20,23,3,63,25.200000000000003
605,x_j29_s21,29,21,24,3,63,25.200000000000003
606,x_j30_s00,30,0,7,7,60,24.0
607,x_j30_s01,30,1,8,7,60,24.0
608,x_j30_s02,30,2,9,7,60,24.0
609,x_j30_s03,30,3,10,7,60,24.0
610,x_j30_s04,30,4,11,7,60,24.0
611,x_j30_s05,30,5,12,7,60,24.0
612,x_j30_s06,30,6,13,7,60,24.0
613,x_j30_s07,30,7,14,7,60,24.0
614,x_j30_s08,30,8,15,7,60,24.0
615,x_j30_s09,30,9,16,7,60,24.0
616,x_j30_s10,30,10,17,7,60,24.0
617,x_j30_s11,30,11,18,7,60,24.0
618,x_j30_s12,30,12,19,7,60,24.0
619,x_j30_s13,30,13,20,7,60,24.0
620,x_j30_s14,30,14,21,7,60,24.0
621,x_j30_s15,30,15,22,7,60,24.0
622,x_j30_s16,30,16,23,7,60,24.0
623,x_j30_s17,30,17,24,7,60,24.0
624,x_j31_s00,31,0,3,3,21,8.4
625,x_j31_s01,31,1,4,3,21,8.4
626,x_j31_s02,31,2,5,3,21,8.4
627,x_j31_s03,31,3,6,3,21,8.4
628,x_j31_s04,31,4,7,3,21,8.4
629,x_j31_s05,31,5,8,3,21,8.4
630,x_j31_s06,31,6,9,3,21,8.4
631,x_j31_s07,31,7,10,3,21,8.4
632,x_j31_s08,31,8,11,3,21,8.4
633,x_j31_s09,31,9,12,3,21,8.4
634,x_j31_s10,31,10,13,3,21,8.4
635,x_j31_s11,31,11,14,3,21,8.4
636,x_j31_s12,31,12,15,3,21,8.4
637,x_j31_s13,31,13,16,3,21,8.4
638,x_j31_s14,31,14,17,3,21,8.4
639,x_j31_s15,31,15,18,3,21,8.4
640,x_j31_s16,31,16,19,3,21,8.4
641,x_j31_s17,31,17,20,3,21,8.4
642,x_j31_s18,31,18,21,3,21,8.4
643,x_j31_s19,31,19,22,3,21,8.4
644,x_j31_s20,31,20,23,3,21,8.4
645,x_j31_s21,31,21,24,3,21,8.4
646,x_j32_s00,32,0,4,4,22,8.8
647,x_j32_s01,32,1,5,4,22,8.8
648,x_j32_s02,32,2,6,4,22,8.8
649,x_j32_s03,32,3,7,4,22,8.8
650,x_j32_s04,32,4,8,4,22,8.8
651,x_j32_s05,32,5,9,4,22,8.8
652,x_j32_s06,32,6,10,4,22,8.8
653,x_j32_s07,32,7,11,4,22,8.8
654,x_j32_s08,32,8,12,4,22,8.8
655,x_j32_s09,32,9,13,4,22,8.8
656,x_j32_s10,32,10,14,4,22,8.8
657,x_j32_s11,32,11,15,4,22,8.8
658,x_j32_s12,32,12,16,4,22,8.8
659,x_j32_s13,32,13,17,4,22,8.8
660,x_j32_s14,32,14,18,4,22,8.8
661,x_j32_s15,32,15,19,4,22,8.8
662,x_j32_s16,32,16,20,4,22,8.8
663,x_j32_s17,32,17,21,4,22,8.8
664,x_j32_s18,32,18,22,4,22,8.8
665,x_j32_s19,32,19,23,4,22,8.8
666,x_j32_s20,32,20,24,4,22,8.8
667,x_j33_s00,33,0,4,4,36,14.4
668,x_j33_s01,33,1,5,4,36,14.4
669,x_j33_s02,33,2,6,4,36,14.4
670,x_j33_s03,33,3,7,4,36,14.4
671,x_j33_s04,33,4,8,4,36,14.4
672,x_j33_s05,33,5,9,4,36,14.4
673,x_j33_s06,33,6,10,4,36,14.4
674,x_j33_s07,33,7,11,4,36,14.4
675,x_j33_s08,33,8,12,4,36,14.4
676,x_j33_s09,33,9,13,4,36,14.4
677,x_j33_s10,33,10,14,4,36,14.4
678,x_j33_s11,33,11,15,4,36,14.4
679,x_j33_s12,33,12,16,4,36,14.4
680,x_j33_s13,33,13,17,4,36,14.4
681,x_j33_s14,33,14,18,4,36,14.4
682,x_j33_s15,33,15,19,4,36,14.4
683,x_j33_s16,33,16,20,4,36,14.4
684,x_j33_s17,33,17,21,4,36,14.4
685,x_j33_s18,33,18,22,4,36,14.4
686,x_j33_s19,33,19,23,4,36,14.4
687,x_j33_s20,33,20,24,4,36,14.4
688,x_j34_s00,34,0,2,2,32,12.8
689,x_j34_s01,34,1,3,2,32,12.8
690,x_j34_s02,34,2,4,2,32,12.8
691,x_j34_s03,34,3,5,2,32,12.8
692,x_j34_s04,34,4,6,2,32,12.8
693,x_j34_s05,34,5,7,2,32,12.8
694,x_j34_s06,34,6,8,2,32,12.8
695,x_j34_s07,34,7,9,2,32,12.8
696,x_j34_s08,34,8,10,2,32,12.8
697,x_j34_s09,34,9,11,2,32,12.8
698,x_j34_s10,34,10,12,2,32,12.8
699,x_j34_s11,34,11,13,2,32,12.8
700,x_j34_s12,34,12,14,2,32,12.8
701,x_j34_s13,34,13,15,2,32,12.8
702,x_j34_s14,34,14,16,2,32,12.8
703,x_j34_s15,34,15,17,2,32,12.8
704,x_j34_s16,34,16,18,2,32,12.8
705,x_j34_s17,34,17,19,2,32,12.8
706,x_j34_s18,34,18,20,2,32,12.8
707,x_j34_s19,34,19,21,2,32,12.8
708,x_j34_s20,34,20,22,2,32,12.8
709,x_j34_s21,34,21,23,2,32,12.8
710,x_j34_s22,34,22,24,2,32,12.8
711,x_j35_s00,35,0,11,11,63,25.200000000000003
712,x_j35_s01,35,1,12,11,63,25.200000000000003
713,x_j35_s02,35,2,13,11,63,25.200000000000003
714,x_j35_s03,35,3,14,11,63,25.200000000000003
715,x_j35_s04,35,4,15,11,63,25.200000000000003
716,x_j35_s05,35,5,16,11,63,25.200000000000003
717,x_j35_s06,35,6,17,11,63,25.200000000000003
718,x_j35_s07,35,7,18,11,63,25.200000000000003
719,x_j35_s08,35,8,19,11,63,25.200000000000003
720,x_j35_s09,35,9,20,11,63,25.200000000000003
721,x_j35_s10,35,10,21,11,63,25.200000000000003
722,x_j35_s11,35,11,22,11,63,25.200000000000003
723,x_j35_s12,35,12,23,11,63,25.200000000000003
724,x_j35_s13,35,13,24,11,63,25.200000000000003
725,x_j36_s00,36,0,4,4,24,9.600000000000001
726,x_j36_s01,36,1,5,4,24,9.600000000000001
727,x_j36_s02,36,2,6,4,24,9.600000000000001
728,x_j36_s03,36,3,7,4,24,9.600000000000001
729,x_j36_s04,36,4,8,4,24,9.600000000000001
730,x_j36_s05,36,5,9,4,24,9.600000000000001
731,x_j36_s06,36,6,10,4,24,9.600000000000001
732,x_j36_s07,36,7,11,4,24,9.600000000000001
733,x_j36_s08,36,8,12,4,24,9.600000000000001
734,x_j36_s09,36,9,13,4,24,9.600000000000001
735,x_j36_s10,36,10,14,4,24,9.600000000000001
736,x_j36_s11,36,11,15,4,24,9.600000000000001
737,x_j36_s12,36,12,16,4,24,9.600000000000001
738,x_j36_s13,36,13,17,4,24,9.600000000000001
739,x_j36_s14,36,14,18,4,24,9.600000000000001
740,x_j36_s15,36,15,19,4,24,9.600000000000001
741,x_j36_s16,36,16,20,4,24,9.600000000000001
742,x_j36_s17,36,17,21,4,24,9.600000000000001
743,x_j36_s18,36,18,22,4,24,9.600000000000001
744,x_j36_s19,36,19,23,4,24,9.600000000000001
745,x_j36_s20,36,20,24,4,24,9.600000000000001
746,x_j37_s00,37,0,3,3,24,9.600000000000001
747,x_j37_s01,37,1,4,3,24,9.600000000000001
748,x_j37_s02,37,2,5,3,24,9.600000000000001
749,x_j37_s03,37,3,6,3,24,9.600000000000001
750,x_j37_s04,37,4,7,3,24,9.600000000000001
751,x_j37_s05,37,5,8,3,24,9.600000000000001
752,x_j37_s06,37,6,9,3,24,9.600000000000001
753,x_j37_s07,37,7,10,3,24,9.600000000000001
754,x_j37_s08,37,8,11,3,24,9.600000000000001
755,x_j37_s09,37,9,12,3,24,9.600000000000001
756,x_j37_s10,37,10,13,3,24,9.600000000000001
757,x_j37_s11,37,11,14,3,24,9.600000000000001
758,x_j37_s12,37,12,15,3,24,9.600000000000001
759,x_j37_s13,37,13,16,3,24,9.600000000000001
760,x_j37_s14,37,14,17,3,24,9.600000000000001
761,x_j37_s15,37,15,18,3,24,9.600000000000001
762,x_j37_s16,37,16,19,3,24,9.600000000000001
763,x_j37_s17,37,17,20,3,24,9.600000000000001
764,x_j37_s18,37,18,21,3,24,9.600000000000001
765,x_j37_s19,37,19,22,3,24,9.600000000000001
766,x_j37_s20,37,20,23,3,24,9.600000000000001
767,x_j37_s21,37,21,24,3,24,9.600000000000001
768,x_j38_s00,38,0,3,3,21,8.4
769,x_j38_s01,38,1,4,3,21,8.4
770,x_j38_s02,38,2,5,3,21,8.4
771,x_j38_s03,38,3,6,3,21,8.4
772,x_j38_s04,38,4,7,3,21,8.4
773,x_j38_s05,38,5,8,3,21,8.4
774,x_j38_s06,38,6,9,3,21,8.4
775,x_j38_s07,38,7,10,3,21,8.4
776,x_j38_s08,38,8,11,3,21,8.4
777,x_j38_s09,38,9,12,3,21,8.4
778,x_j38_s10,38,10,13,3,21,8.4
779,x_j38_s11,38,11,14,3,21,8.4
780,x_j38_s12,38,12,15,3,21,8.4
781,x_j38_s13,38,13,16,3,21,8.4
782,x_j38_s14,38,14,17,3,21,8.4
783,x_j38_s15,38,15,18,3,21,8.4
784,x_j38_s16,38,16,19,3,21,8.4
785,x_j38_s17,38,17,20,3,21,8.4
786,x_j38_s18,38,18,21,3,21,8.4
787,x_j38_s19,38,19,22,3,21,8.4
788,x_j38_s20,38,20,23,3,21,8.4
789,x_j38_s21,38,21,24,3,21,8.4
790,x_j39_s00,39,0,2,2,24,9.600000000000001
791,x_j39_s01,39,1,3,2,24,9.600000000000001
792,x_j39_s02,39,2,4,2,24,9.600000000000001
793,x_j39_s03,39,3,5,2,24,9.600000000000001
794,x_j39_s04,39,4,6,2,24,9.600000000000001
795,x_j39_s05,39,5,7,2,24,9.600000000000001
796,x_j39_s06,39,6,8,2,24,9.600000000000001
797,x_j39_s07,39,7,9,2,24,9.600000000000001
798,x_j39_s08,39,8,10,2,24,9.600000000000001
799,x_j39_s09,39,9,11,2,24,9.600000000000001
800,x_j39_s10,39,10,12,2,24,9.600000000000001
801,x_j39_s11,39,11,13,2,24,9.600000000000001
802,x_j39_s12,39,12,14,2,24,9.600000000000001
803,x_j39_s13,39,13,15,2,24,9.600000000000001
804,x_j39_s14,39,14,16,2,24,9.600000000000001
805,x_j39_s15,39,15,17,2,24,9.600000000000001
806,x_j39_s16,39,16,18,2,24,9.600000000000001
807,x_j39_s17,39,17,19,2,24,9.600000000000001
808,x_j39_s18,39,18,20,2,24,9.600000000000001
809,x_j39_s19,39,19,21,2,24,9.600000000000001
810,x_j39_s20,39,20,22,2,24,9.600000000000001
811,x_j39_s21,39,21,23,2,24,9.600000000000001
812,x_j39_s22,39,22,24,2,24,9.600000000000001
813,x_j40_s00,40,0,9,9,24,9.600000000000001
814,x_j40_s01,40,1,10,9,24,9.600000000000001
815,x_j40_s02,40,2,11,9,24,9.600000000000001
816,x_j40_s03,40,3,12,9,24,9.600000000000001
817,x_j40_s04,40,4,13,9,24,9.600000000000001
818,x_j40_s05,40,5,14,9,24,9.600000000000001
819,x_j40_s06,40,6,15,9,24,9.600000000000001
820,x_j40_s07,40,7,16,9,24,9.600000000000001
821,x_j40_s08,40,8,17,9,24,9.600000000000001
822,x_j40_s09,40,9,18,9,24,9.600000000000001
823,x_j40_s10,40,10,19,9,24,9.600000000000001
824,x_j40_s11,40,11,20,9,24,9.600000000000001
825,x_j40_s12,40,12,21,9,24,9.600000000000001
826,x_j40_s13,40,13,22,9,24,9.600000000000001
827,x_j40_s14,40,14,23,9,24,9.600000000000001
828,x_j40_s15,40,15,24,9,24,9.600000000000001
829,x_j41_s00,41,0,5,5,24,9.600000000000001
830,x_j41_s01,41,1,6,5,24,9.600000000000001
831,x_j41_s02,41,2,7,5,24,9.600000000000001
832,x_j41_s03,41,3,8,5,24,9.600000000000001
833,x_j41_s04,41,4,9,5,24,9.600000000000001
834,x_j41_s05,41,5,10,5,24,9.600000000000001
835,x_j41_s06,41,6,11,5,24,9.600000000000001
836,x_j41_s07,41,7,12,5,24,9.600000000000001
837,x_j41_s08,41,8,13,5,24,9.600000000000001
838,x_j41_s09,41,9,14,5,24,9.600000000000001
839,x_j41_s10,41,10,15,5,24,9.600000000000001
840,x_j41_s11,41,11,16,5,24,9.600000000000001
841,x_j41_s12,41,12,17,5,24,9.600000000000001
842,x_j41_s13,41,13,18,5,24,9.600000000000001
843,x_j41_s14,41,14,19,5,24,9.600000000000001
844,x_j41_s15,41,15,20,5,24,9.600000000000001
845,x_j41_s16,41,16,21,5,24,9.600000000000001
846,x_j41_s17,41,17,22,5,24,9.600000000000001
847,x_j41_s18,41,18,23,5,24,9.600000000000001
848,x_j41_s19,41,19,24,5,24,9.600000000000001
849,x_j42_s00,42,0,12,12,83,33.2
850,x_j42_s01,42,1,13,12,83,33.2
851,x_j42_s02,42,2,14,12,83,33.2
852,x_j42_s03,42,3,15,12,83,33.2
853,x_j42_s04,42,4,16,12,83,33.2
854,x_j42_s05,42,5,17,12,83,33.2
855,x_j42_s06,42,6,18,12,83,33.2
856,x_j42_s07,42,7,19,12,83,33.2
857,x_j42_s08,42,8,20,12,83,33.2
858,x_j42_s09,42,9,21,12,83,33.2
859,x_j42_s10,42,10,22,12,83,33.2
860,x_j42_s11,42,11,23,12,83,33.2
861,x_j42_s12,42,12,24,12,83,33.2
862,x_j43_s00,43,0,7,7,83,33.2
863,x_j43_s01,43,1,8,7,83,33.2
864,x_j43_s02,43,2,9,7,83,33.2
865,x_j43_s03,43,3,10,7,83,33.2
866,x_j43_s04,43,4,11,7,83,33.2
867,x_j43_s05,43,5,12,7,83,33.2
868,x_j43_s06,43,6,13,7,83,33.2
869,x_j43_s07,43,7,14,7,83,33.2
870,x_j43_s08,43,8,15,7,83,33.2
871,x_j43_s09,43,9,16,7,83,33.2
872,x_j43_s10,43,10,17,7,83,33.2
873,x_j43_s11,43,11,18,7,83,33.2
874,x_j43_s12,43,12,19,7,83,33.2
875,x_j43_s13,43,13,20,7,83,33.2
876,x_j43_s14,43,14,21,7,83,33.2
877,x_j43_s15,43,15,22,7,83,33.2
878,x_j43_s16,43,16,23,7,83,33.2
879,x_j43_s17,43,17,24,7,83,33.2
880,x_j44_s00,44,0,9,9,90,36.0
881,x_j44_s01,44,1,10,9,90,36.0
882,x_j44_s02,44,2,11,9,90,36.0
883,x_j44_s03,44,3,12,9,90,36.0
884,x_j44_s04,44,4,13,9,90,36.0
885,x_j44_s05,44,5,14,9,90,36.0
886,x_j44_s06,44,6,15,9,90,36.0
887,x_j44_s07,44,7,16,9,90,36.0
888,x_j44_s08,44,8,17,9,90,36.0
889,x_j44_s09,44,9,18,9,90,36.0
890,x_j44_s10,44,10,19,9,90,36.0
891,x_j44_s11,44,11,20,9,90,36.0
892,x_j44_s12,44,12,21,9,90,36.0
893,x_j44_s13,44,13,22,9,90,36.0
894,x_j44_s14,44,14,23,9,90,36.0
895,x_j44_s15,44,15,24,9,90,36.0
896,x_j45_s00,45,0,2,2,82,32.800000000000004
897,x_j45_s01,45,1,3,2,82,32.800000000000004
898,x_j45_s02,45,2,4,2,82,32.800000000000004
899,x_j45_s03,45,3,5,2,82,32.800000000000004
900,x_j45_s04,45,4,6,2,82,32.800000000000004
901,x_j45_s05,45,5,7,2,82,32.800000000000004
902,x_j45_s06,45,6,8,2,82,32.800000000000004
903,x_j45_s07,45,7,9,2,82,32.800000000000004
904,x_j45_s08,45,8,10,2,82,32.800000000000004
905,x_j45_s09,45,9,11,2,82,32.800000000000004
906,x_j45_s10,45,10,12,2,82,32.800000000000004
907,x_j45_s11,45,11,13,2,82,32.800000000000004
908,x_j45_s12,45,12,14,2,82,32.800000000000004
909,x_j45_s13,45,13,15,2,82,32.800000000000004
910,x_j45_s14,45,14,16,2,82,32.800000000000004
911,x_j45_s15,45,15,17,2,82,32.800000000000004
912,x_j45_s16,45,16,18,2,82,32.800000000000004
913,x_j45_s17,45,17,19,2,82,32.800000000000004
914,x_j45_s18,45,18,20,2,82,32.800000000000004
915,x_j45_s19,45,19,21,2,82,32.800000000000004
916,x_j45_s20,45,20,22,2,82,32.800000000000004
917,x_j45_s21,45,21,23,2,82,32.800000000000004
918,x_j45_s22,45,22,24,2,82,32.800000000000004
919,x_j46_s00,46,0,2,2,128,51.2
920,x_j46_s01,46,1,3,2,128,51.2
921,x_j46_s02,46,2,4,2,128,51.2
922,x_j46_s03,46,3,5,2,128,51.2
923,x_j46_s04,46,4,6,2,128,51.2
924,x_j46_s05,46,5,7,2,128,51.2
925,x_j46_s06,46,6,8,2,128,51.2
926,x_j46_s07,46,7,9,2,128,51.2
927,x_j46_s08,46,8,10,2,128,51.2
928,x_j46_s09,46,9,11,2,128,51.2
929,x_j46_s10,46,10,12,2,128,51.2
930,x_j46_s11,46,11,13,2,128,51.2
931,x_j46_s12,46,12,14,2,128,51.2
932,x_j46_s13,46,13,15,2,128,51.2
933,x_j46_s14,46,14,16,2,128,51.2
934,x_j46_s15,46,15,17,2,128,51.2
935,x_j46_s16,46,16,18,2,128,51.2
936,x_j46_s17,46,17,19,2,128,51.2
937,x_j46_s18,46,18,20,2,128,51.2
938,x_j46_s19,46,19,21,2,128,51.2
939,x_j46_s20,46,20,22,2,128,51.2
940,x_j46_s21,46,21,23,2,128,51.2
941,x_j46_s22,46,22,24,2,128,51.2
942,x_j47_s00,47,0,5,5,88,35.2
943,x_j47_s01,47,1,6,5,88,35.2
944,x_j47_s02,47,2,7,5,88,35.2
945,x_j47_s03,47,3,8,5,88,35.2
946,x_j47_s04,47,4,9,5,88,35.2
947,x_j47_s05,47,5,10,5,88,35.2
948,x_j47_s06,47,6,11,5,88,35.2
949,x_j47_s07,47,7,12,5,88,35.2
950,x_j47_s08,47,8,13,5,88,35.2
951,x_j47_s09,47,9,14,5,88,35.2
952,x_j47_s10,47,10,15,5,88,35.2
953,x_j47_s11,47,11,16,5,88,35.2
954,x_j47_s12,47,12,17,5,88,35.2
955,x_j47_s13,47,13,18,5,88,35.2
956,x_j47_s14,47,14,19,5,88,35.2
957,x_j47_s15,47,15,20,5,88,35.2
958,x_j47_s16,47,16,21,5,88,35.2
959,x_j47_s17,47,17,22,5,88,35.2
960,x_j47_s18,47,18,23,5,88,35.2
961,x_j47_s19,47,19,24,5,88,35.2
